"AT_ID","DIVISION","YEAR","DEPARTURE_AIRPORT","STOPOVER_1","STOPOVER_2","ARRIVAL_AIRPORT","JOURNEY_TYPE","FLIGHT_CLASS","PASSENGER_TYPE","TRAVEL_REASON_1","TRAVEL_REASON_2","REMARKS","DISTANCE_KM","EMISSIONS_KGCO2EQ"
666,"HumanGeography",2018,"LGA",,,"MSY","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,3904,773
667,"HumanGeography",2018,"LIN",,,"PMO","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,916,204
668,"HumanGeography",2018,"PMO",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1144,201
669,"HumanGeography",2018,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,16306,3694
670,"HumanGeography",2018,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,16306,3694
671,"HumanGeography",2018,"ZRH",,,"DUB","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,2572,480
672,"HumanGeography",2018,"ZRH","PHL",,"MSY","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,16608,3616
673,"HumanGeography",2018,"BLQ","IST",,"KGL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,12786,2711
674,"HumanGeography",2018,"CDG","AMS",,"KGL","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,13984,3265
675,"HumanGeography",2018,"ZRH",,,"BRU","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1066,251
676,"HumanGeography",2018,"BLQ",,,"BRU","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1842,614
677,"HumanGeography",2018,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,16306,3694
678,"HumanGeography",2018,"GTW",,,"ZRH","One-way","Economy","Doktorierende","Konferenz",,,747,173
679,"HumanGeography",2018,"BLQ",,,"BRU","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1842,614
680,"HumanGeography",2018,"ZRH","FRA ",,"BOG","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,18930,4650
681,"HumanGeography",2018,"ZRH",,,"BRU","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1066,251
682,"HumanGeography",2018,"ZRH","DOH",,"CMB","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,16410,3654
683,"HumanGeography",2018,"OUA","CMN",,"CPH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,10888,2305
684,"HumanGeography",2018,"LON",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,1678,392
685,"HumanGeography",2018,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,16306,3694
686,"HumanGeography",2018,"VIE",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1308,259
687,"HumanGeography",2018,"CMB","DXB",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,16306,3694
688,"HumanGeography",2018,"ZRH","MAD ",,"MEX","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,20794,4752
689,"HumanGeography",2018,"ZRH","CDG",,"ACC","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,10830,2394
690,"HumanGeography",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Konferenz",,,1308,259
691,"HumanGeography",2018,"STN",,,"CPH","One-way","Economy","Doktorierende","Konferenz",,,965,228
692,"HumanGeography",2018,"ZRH",,,"FLR","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,1010,254
693,"HumanGeography",2018,"ZRH",,,"BRU","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,1066,251
694,"HumanGeography",2018,"ZRH",,,"OTP","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,2878,662
695,"HumanGeography",2018,"ZRH",,,"YYZ","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,13072,2910
696,"HumanGeography",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1670,331
697,"HumanGeography",2018,"ZRH",,,"BEG","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,1001,219
698,"HumanGeography",2018,"BEG",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,1001,219
699,"HumanGeography",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,1308,259
700,"HumanGeography",2018,"NCL","CDG",,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1304,342
701,"HumanGeography",2018,"ZRH","AMS",,"NCL","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1222,286
702,"HumanGeography",2018,"ZRH","MCT",,"COK","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,15324,3164
703,"HumanGeography",2018,"ZRH",,,"CPH","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,2022,422
704,"HumanGeography",2018,"NCL","AMS",,"ZRH","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,1222,286
705,"HumanGeography",2018,"CDG",,,"LON","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,732,162
706,"HumanGeography",2018,"CDG","NBO",,"EBB","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,7110,1641
707,"HumanGeography",2018,"KLG","AMS",,"CDG","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,7794,1872
708,"HumanGeography",2018,"BRU",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,533,126
709,"HumanGeography",2018,"ZRH",,,"CDG","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,525,129
710,"HumanGeography",2018,"AMS",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1304,288
711,"HumanGeography",2018,"ZRH",,,"CTA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,2560,450
712,"HumanGeography",2018,"ZRH",,,"JFK","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,12710,2882
713,"GIScience",2018,"ZRH",,,"LHR","hin- und Rückflug","Economy","Doktorierende","Konferenz",,,1670,331
714,"GIScience",2018,"ZRH","JFK",,"ROC","one-way","Economy","Doktorierende","Konferenz",,,6828,1552
715,"GIScience",2018,"ROC","ATL",,"ZRH","one-way","Economy","Doktorierende","Konferenz",,,8832,1798
716,"GIScience",2018,"ZRH",,,"CPH","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,2022,422
717,"GIScience",2018,"SBA","SFO",,"ZRH","hin- und Rückflug","Business","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,"MZE: emissions corrected from 10 t to 5 t CO2. Error detected by distance-emissions-plot and re-calculation in atmosfair.de.",19786,5634
718,"GIScience",2018,"DUB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2572,480
719,"GIScience",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2108,440
720,"GIScience",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1670,331
721,"GIScience",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2108,440
722,"GIScience",2018,"LTN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1716,402
723,"GIScience",2018,"ZRH",,,"CPH","Hin- und Rückflug","Economy","ProfessorIn","Weiteres",,,2022,422
724,"GIScience",2018,"ZRH",,,"LHR","hin- und Rückflug","Economy","ProfessorIn","Weiteres",,,1670,331
725,"GIScience",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,"ohne Flughafen für USA, IAD angenommen",13438,2650
726,"GIScience",2018,"IAD",,,"ICN","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,"ohne Flughafen für USA, IAD angenommen",22438,4642
727,"GIScience",2018,"ICN",,,"ZRH","Hin- und Rückflug","Economy","Doktorierende","Weiteres",,"ohne Flughafen für Korea, ICN angenommen",17580,3573
728,"GIScience",2018,"ZRH","HKG",,"MEL","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,"ohne Flughafen für Australia, MEL angenommen. Ein Zwischenlandung zwischen ZRH und MEL in HKG",33564,8754
729,"GIScience",2018,"ZRH",,,"TLL","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,3514,773
730,"GIScience",2018,"ZRH","MUC",,"BRQ","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1464,272
731,"GIScience",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1308,259
732,"GIScience",2018,"ZRH","ARN",,"UME","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,2062,447
733,"GIScience",2018,"ARN",,,"ZRH","One-way","Economy","Doktorierende",,,,1537,323
734,"GIScience",2018,"AMS",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,652,144
735,"GIScience",2018,"ZRH",,,"VIE","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)",,,,654,130
736,"GIScience",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","konferenz",,"Passenger reported as ""Docent"". Ohne Flughafen für USA, IAD angenommen",13438,2650
737,"GIScience",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,"ohne Flughafen für USA, IAD angenommen",13438,2650
738,"GIScience",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,"ohne Flughafen für USA, IAD angenommen",13438,2650
739,"RemoteSensing",2018,"TXL",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1420,283
740,"RemoteSensing",2018,"AMS",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,1340,288
741,"RemoteSensing",2018,"CDG",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1050,258
742,"RemoteSensing",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2108,440
743,"RemoteSensing",2018,"LAX",,,"ZRH","Hin- und Rückflug","Economy","Doktorierende","Prüfungsabnahme",,,19158,5494
744,"RemoteSensing",2018,"ZRH",,,"MUC","Hin- und Rückflug","Economy","ProfessorIn","Projektaquisition/Fundraising",,,622,93
745,"RemoteSensing",2018,"CDG",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1050,258
746,"RemoteSensing",2018,"ZRH",,"LHR","MSY","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,16638,3986
747,"RemoteSensing",2018,"WAW",,"LHR","MSY","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,18004,4344
748,"RemoteSensing",2018,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,13438,2650
749,"RemoteSensing",2018,"ZRH",,,"LEJ","Hin- und Rückflug","Economy","ProfessorIn","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1142,265
750,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1484,285
751,"RemoteSensing",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2108,440
752,"RemoteSensing",2018,"NCL",,"AMS","ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2444,573
753,"RemoteSensing",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1670,331
754,"RemoteSensing",2018,"MSP",,"AMS","ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,14768,2934
755,"RemoteSensing",2018,"LEJ",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1142,265
756,"RemoteSensing",2018,"TXL",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1420,283
757,"RemoteSensing",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1670,331
758,"RemoteSensing",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,2108,440
759,"RemoteSensing",2018,"BOS",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,12112,3253
760,"RemoteSensing",2018,"MAN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,2108,440
761,"RemoteSensing",2018,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1670,331
762,"RemoteSensing",2018,"DRS",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,607,205
763,"RemoteSensing",2018,"ZRH",,"WAW","TLL","Hin- und Rückflug","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,3944,1085
764,"RemoteSensing",2018,"ZRH",,,"PEK","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,16066,4001
765,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
766,"RemoteSensing",2018,"ZRH",,,"LEJ","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1142,265
767,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
768,"RemoteSensing",2018,"ZRH",,,"MAD","Hin- und Rückflug","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2572,484
769,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Doktorierende","Projektmeeting",,,1304,288
770,"RemoteSensing",2018,"VLC",,,"ZRH","One-way","Economy","Doktorierende","Konferenz",,,1193,224
771,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1304,288
772,"RemoteSensing",2018,"ZRH",,,"PEK","Hin- und Rückflug","Economy","ProfessorIn","Feldarbeit/Exkursion",,,16066,4001
773,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Doktorierende","Workshop",,,1484,285
774,"RemoteSensing",2018,"ZRH",,,"LAX","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,"ZRH-LAX-ORD-ZRH Hin- und Rückflug als ZRH-LAX One-way und LAX-ORD-ZRH One-way angenommen",9579,2747
775,"RemoteSensing",2018,"LAX","ORD",,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,10028,2406
776,"RemoteSensing",2018,"MSY",,,"ORD","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,8258,2072
777,"RemoteSensing",2018,"LAX",,,"MSY","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,2731,505
778,"RemoteSensing",2018,"ZRH",,,"LIS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,3540,683
779,"RemoteSensing",2018,"ZRH",,,"CGN","Hin- und Rückflug","Economy","Doktorierende","Weiteres",,,886,194
780,"RemoteSensing",2018,"ZRH",,,"VAL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,16608,4172
781,"RemoteSensing",2018,"ZRH",,,"TXL","One-way","Economy","ProfessorIn","Projektmeeting",,,710,142
782,"RemoteSensing",2018,"ZRH",,,"DRS","One-way","Economy","ProfessorIn","Projektmeeting",,"ZRH-DRS-TXL-ZRH Hin- und Rückflug als ZRH-DRS One-way und DRS-TXL-ZRH One-way angenommen",607,205
783,"RemoteSensing",2018,"DRS","TXL",,"ZRH","One-Way ","Economy","ProfessorIn","Projektmeeting",,,922,176
784,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1304,288
785,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1304,288
786,"RemoteSensing",2018,"ZRH",,,"VLC","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,2386,448
787,"RemoteSensing",2018,"ZRH",,,"BHX","Hin- und Rückflug","Economy","Doktorierende","Workshop",,,1938,517
788,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","ProfessorIn","Projektmeeting",,,1304,288
789,"RemoteSensing",2018,"ZRH",,,"FLR","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1010,254
790,"RemoteSensing",2018,"ZRH","LAX-SFO","YUL","ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,"ZRH-LAX-SFO-YUL Hin- und Rückflug als ZRH-LAX-SFO-YUL-ZRH One-way angenommen",20340,5214
791,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","ProfessorIn","Unbekannt",,,1304,288
792,"RemoteSensing",2018,"ZRH","AUH","KUL","KCH","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,22928,5736
793,"RemoteSensing",2018,"ZRH",,,"VLC","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,2386,448
794,"RemoteSensing",2018,"ZRH","LGW","EZE","PSS","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,25788,6984
795,"RemoteSensing",2018,"ZRH",,,"BHX","Hin- und Rückflug","Economy","ProfessorIn","Workshop",,,1938,517
796,"RemoteSensing",2018,"ZRH","ORD",,"LAX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,20056,4813
797,"RemoteSensing",2018,"ZRH",,,"VIE","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1308,259
798,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
799,"RemoteSensing",2018,"ZRH",,,"HEL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,3656,949
800,"RemoteSensing",2018,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1304,288
801,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
802,"RemoteSensing",2018,"ZRH",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,285
803,"Support&Mangement",2018,,,,,,,,,,"No flights by Support&Mangement in this year.",0,0
804,"Support&Mangement",2020,,,,,,,,,,"No flights by Support&Mangement in this year.",0,0
805,"RemoteSensing",2020,"MAD",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,2572,519
806,"RemoteSensing",2020,"ZRH ","BRU",,"LHR","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1864,437
807,"RemoteSensing",2020,"ZRH ",,,"SFO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,18842,5705
808,"RemoteSensing",2020,"ZRH ",,,"FCO","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,1484,299
809,"RemoteSensing",2020,"BOG",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,18268,4932
810,"RemoteSensing",2020,"MNL",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,20974,5914
811,"RemoteSensing",2020,"ZRH ",,,"TXL","Hin- und Rückflug","Economy","Doktorierende","Projektmeeting",,,1428,348
812,"RemoteSensing",2020,"ZRH ",,,"TXL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,"Berlin-Tegel Flughafen ",1428,348
813,"RemoteSensing",2020,"ZRH ",,,"BCN","One-way","Economy","Doktorierende","Konferenz",,,905,177
814,"RemoteSensing",2020,"ZRH ","LHR-LAX","LHR- HEL","ZRH","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting",,,20558,5546
815,"RemoteSensing",2020,"BIO",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",2114,521
816,"RemoteSensing",2020,"LAX",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",19158,5769
817,"RemoteSensing",2020,"IAH",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",17208,4580
818,"RemoteSensing",2020,"TKU","HEL",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",4052,1033
819,"RemoteSensing",2020,"CPT","ZRH","LHR","CPT","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt. Berechnung: Kapstadt - Zürich und Zürich - London- Kapstadt",19720,5573
820,"RemoteSensing",2020,"CPH",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",2022,444
821,"RemoteSensing",2020,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",1670,348
822,"RemoteSensing",2020,"DEN","IAD","CPH","ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",9967,2146
823,"RemoteSensing",2020,"ZRH ","ARN","ORD","DEN","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",9914,2177
824,"RemoteSensing",2020,"GIG",,,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",9431,2564
825,"RemoteSensing",2020,"ZRH ","FRA",,"GIG","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",9944,2711
826,"RemoteSensing",2020,"SNA","ORD",,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",9998,2511
827,"RemoteSensing",2020,"ZRH ","SFO",,"SNA","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",10070,3000
828,"RemoteSensing",2020,"JNB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",16924,5302
829,"RemoteSensing",2020,"COR","EZE","AMS","ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"Workshop fand vor Lockdown statt.",25748,7370
